,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_segment,weather_label
9464,9465,2012-02-04,1,1,2,6,0,6,0,1,0.22,0.2273,0.87,0.1343,1,4,5,Morning,Clear/Few clouds
9465,9466,2012-02-04,1,1,2,7,0,6,0,2,0.24,0.2424,0.87,0.1343,1,27,28,Morning,Mist/Cloudy
9466,9467,2012-02-04,1,1,2,8,0,6,0,1,0.24,0.2879,0.87,0.0,4,86,90,Morning,Clear/Few clouds
9467,9468,2012-02-04,1,1,2,9,0,6,0,1,0.24,0.2424,0.81,0.1343,16,141,157,Morning,Clear/Few clouds
9468,9469,2012-02-04,1,1,2,10,0,6,0,1,0.24,0.2576,0.87,0.1045,31,193,224,Morning,Clear/Few clouds
9469,9470,2012-02-04,1,1,2,11,0,6,0,1,0.3,0.3333,0.7,0.0,46,224,270,Morning,Clear/Few clouds
9470,9471,2012-02-04,1,1,2,12,0,6,0,2,0.3,0.3182,0.7,0.0896,40,260,300,Afternoon,Mist/Cloudy
9471,9472,2012-02-04,1,1,2,13,0,6,0,2,0.3,0.2879,0.7,0.194,58,244,302,Afternoon,Mist/Cloudy
9472,9473,2012-02-04,1,1,2,14,0,6,0,2,0.32,0.303,0.66,0.2239,47,229,276,Afternoon,Mist/Cloudy
9473,9474,2012-02-04,1,1,2,15,0,6,0,2,0.32,0.303,0.66,0.2239,61,244,305,Afternoon,Mist/Cloudy
9474,9475,2012-02-04,1,1,2,16,0,6,0,2,0.34,0.3333,0.61,0.1642,20,123,143,Afternoon,Mist/Cloudy
9475,9476,2012-02-04,1,1,2,17,0,6,0,3,0.3,0.2879,0.7,0.194,13,54,67,Evening,Light Snow/Light Rain
9476,9477,2012-02-04,1,1,2,18,0,6,0,3,0.28,0.2727,0.75,0.1642,6,58,64,Evening,Light Snow/Light Rain
9477,9478,2012-02-04,1,1,2,19,0,6,0,3,0.26,0.2727,0.87,0.1343,5,75,80,Evening,Light Snow/Light Rain
9478,9479,2012-02-04,1,1,2,20,0,6,0,3,0.24,0.2273,0.93,0.194,4,73,77,Evening,Light Snow/Light Rain
9479,9480,2012-02-04,1,1,2,21,0,6,0,3,0.24,0.2424,0.93,0.1343,4,74,78,Night,Light Snow/Light Rain
9480,9481,2012-02-04,1,1,2,22,0,6,0,2,0.24,0.2576,0.87,0.0896,4,91,95,Night,Mist/Cloudy
9481,9482,2012-02-04,1,1,2,23,0,6,0,2,0.24,0.2424,0.87,0.1343,4,66,70,Night,Mist/Cloudy
9482,9483,2012-02-05,1,1,2,0,0,0,0,2,0.24,0.2424,0.87,0.1343,3,58,61,Night,Mist/Cloudy
9483,9484,2012-02-05,1,1,2,1,0,0,0,2,0.24,0.2576,0.93,0.1045,5,46,51,Night,Mist/Cloudy
9484,9485,2012-02-05,1,1,2,2,0,0,0,2,0.24,0.2576,0.93,0.1045,4,59,63,Night,Mist/Cloudy
9485,9486,2012-02-05,1,1,2,3,0,0,0,3,0.24,0.2576,0.87,0.0896,4,13,17,Night,Light Snow/Light Rain
9486,9487,2012-02-05,1,1,2,4,0,0,0,2,0.24,0.2424,0.87,0.1343,0,9,9,Night,Mist/Cloudy
9487,9488,2012-02-05,1,1,2,5,0,0,0,3,0.26,0.2576,0.81,0.194,0,4,4,Morning,Light Snow/Light Rain
9488,9489,2012-02-05,1,1,2,6,0,0,0,2,0.26,0.2424,0.7,0.2537,0,4,4,Morning,Mist/Cloudy
9489,9490,2012-02-05,1,1,2,7,0,0,0,2,0.24,0.2424,0.75,0.1642,0,16,16,Morning,Mist/Cloudy
9490,9491,2012-02-05,1,1,2,8,0,0,0,2,0.24,0.2424,0.75,0.1642,4,58,62,Morning,Mist/Cloudy
9491,9492,2012-02-05,1,1,2,9,0,0,0,2,0.24,0.2273,0.7,0.2239,9,83,92,Morning,Mist/Cloudy
9492,9493,2012-02-05,1,1,2,10,0,0,0,2,0.26,0.2424,0.65,0.2836,10,138,148,Morning,Mist/Cloudy
9493,9494,2012-02-05,1,1,2,11,0,0,0,2,0.26,0.2576,0.7,0.194,22,160,182,Morning,Mist/Cloudy
9494,9495,2012-02-05,1,1,2,12,0,0,0,2,0.26,0.2576,0.65,0.194,25,223,248,Afternoon,Mist/Cloudy
9495,9496,2012-02-05,1,1,2,13,0,0,0,2,0.28,0.2727,0.61,0.1642,33,241,274,Afternoon,Mist/Cloudy
9496,9497,2012-02-05,1,1,2,14,0,0,0,1,0.3,0.303,0.61,0.1642,40,203,243,Afternoon,Clear/Few clouds
9497,9498,2012-02-05,1,1,2,15,0,0,0,2,0.3,0.2879,0.56,0.2537,55,217,272,Afternoon,Mist/Cloudy
9498,9499,2012-02-05,1,1,2,16,0,0,0,1,0.3,0.2879,0.56,0.2239,35,261,296,Afternoon,Clear/Few clouds
9499,9500,2012-02-05,1,1,2,17,0,0,0,1,0.32,0.3182,0.53,0.1642,31,275,306,Evening,Clear/Few clouds
9500,9501,2012-02-05,1,1,2,18,0,0,0,1,0.3,0.2879,0.52,0.2537,10,171,181,Evening,Clear/Few clouds
9501,9502,2012-02-05,1,1,2,19,0,0,0,1,0.3,0.2879,0.52,0.2239,6,63,69,Evening,Clear/Few clouds
9502,9503,2012-02-05,1,1,2,20,0,0,0,1,0.28,0.2727,0.56,0.194,3,47,50,Evening,Clear/Few clouds
9503,9504,2012-02-05,1,1,2,21,0,0,0,1,0.28,0.2879,0.56,0.1045,6,60,66,Night,Clear/Few clouds
9504,9505,2012-02-05,1,1,2,22,0,0,0,1,0.26,0.2727,0.6,0.1045,9,182,191,Night,Clear/Few clouds
9505,9506,2012-02-05,1,1,2,23,0,0,0,1,0.24,0.2424,0.7,0.1343,4,38,42,Night,Clear/Few clouds
9506,9507,2012-02-06,1,1,2,0,0,1,1,1,0.24,0.2424,0.65,0.1343,7,14,21,Night,Clear/Few clouds
9507,9508,2012-02-06,1,1,2,1,0,1,1,1,0.22,0.2576,0.75,0.0896,0,6,6,Night,Clear/Few clouds
9508,9509,2012-02-06,1,1,2,2,0,1,1,1,0.22,0.2727,0.75,0.0,0,3,3,Night,Clear/Few clouds
9509,9510,2012-02-06,1,1,2,4,0,1,1,1,0.18,0.2121,0.8,0.1045,0,2,2,Night,Clear/Few clouds
9510,9511,2012-02-06,1,1,2,5,0,1,1,1,0.18,0.2121,0.8,0.1045,0,17,17,Morning,Clear/Few clouds
9511,9512,2012-02-06,1,1,2,6,0,1,1,1,0.16,0.1818,0.86,0.1045,0,72,72,Morning,Clear/Few clouds
9512,9513,2012-02-06,1,1,2,7,0,1,1,1,0.16,0.1818,0.86,0.1045,5,229,234,Morning,Clear/Few clouds
9513,9514,2012-02-06,1,1,2,8,0,1,1,1,0.16,0.1818,0.86,0.1343,10,434,444,Morning,Clear/Few clouds
9514,9515,2012-02-06,1,1,2,9,0,1,1,1,0.18,0.2121,0.8,0.1045,8,269,277,Morning,Clear/Few clouds
9515,9516,2012-02-06,1,1,2,10,0,1,1,1,0.22,0.2424,0.75,0.1045,20,96,116,Morning,Clear/Few clouds
9516,9517,2012-02-06,1,1,2,11,0,1,1,1,0.26,0.2727,0.7,0.1343,12,104,116,Morning,Clear/Few clouds
9517,9518,2012-02-06,1,1,2,12,0,1,1,1,0.32,0.3182,0.61,0.1642,19,131,150,Afternoon,Clear/Few clouds
9518,9519,2012-02-06,1,1,2,13,0,1,1,1,0.38,0.3939,0.4,0.2239,17,124,141,Afternoon,Clear/Few clouds
9519,9520,2012-02-06,1,1,2,14,0,1,1,1,0.4,0.4091,0.35,0.1642,14,126,140,Afternoon,Clear/Few clouds
9520,9521,2012-02-06,1,1,2,15,0,1,1,1,0.42,0.4242,0.32,0.2836,25,146,171,Afternoon,Clear/Few clouds
9521,9522,2012-02-06,1,1,2,16,0,1,1,1,0.4,0.4091,0.43,0.2537,13,215,228,Afternoon,Clear/Few clouds
9522,9523,2012-02-06,1,1,2,17,0,1,1,1,0.4,0.4091,0.43,0.2537,13,417,430,Evening,Clear/Few clouds
9523,9524,2012-02-06,1,1,2,18,0,1,1,1,0.38,0.3939,0.43,0.2239,11,426,437,Evening,Clear/Few clouds
9524,9525,2012-02-06,1,1,2,19,0,1,1,1,0.36,0.3333,0.43,0.2537,7,284,291,Evening,Clear/Few clouds
9525,9526,2012-02-06,1,1,2,20,0,1,1,1,0.34,0.3333,0.46,0.1642,7,194,201,Evening,Clear/Few clouds
9526,9527,2012-02-06,1,1,2,21,0,1,1,1,0.32,0.3182,0.57,0.1642,11,143,154,Night,Clear/Few clouds
9527,9528,2012-02-06,1,1,2,22,0,1,1,1,0.3,0.303,0.65,0.1343,4,83,87,Night,Clear/Few clouds
9528,9529,2012-02-06,1,1,2,23,0,1,1,1,0.3,0.303,0.65,0.1343,3,43,46,Night,Clear/Few clouds
9529,9530,2012-02-07,1,1,2,0,0,2,1,1,0.3,0.2879,0.7,0.194,1,22,23,Night,Clear/Few clouds
9530,9531,2012-02-07,1,1,2,1,0,2,1,1,0.28,0.2879,0.61,0.1343,8,6,14,Night,Clear/Few clouds
9531,9532,2012-02-07,1,1,2,2,0,2,1,1,0.3,0.3333,0.61,0.0,0,4,4,Night,Clear/Few clouds
9532,9533,2012-02-07,1,1,2,3,0,2,1,2,0.3,0.3333,0.7,0.0,1,1,2,Night,Mist/Cloudy
9533,9534,2012-02-07,1,1,2,4,0,2,1,2,0.3,0.3333,0.7,0.0,0,3,3,Night,Mist/Cloudy
9534,9535,2012-02-07,1,1,2,5,0,2,1,1,0.32,0.3333,0.49,0.0896,0,15,15,Morning,Clear/Few clouds
9535,9536,2012-02-07,1,1,2,6,0,2,1,1,0.32,0.303,0.45,0.2985,2,98,100,Morning,Clear/Few clouds
9536,9537,2012-02-07,1,1,2,7,0,2,1,1,0.32,0.3485,0.45,0.0,6,293,299,Morning,Clear/Few clouds
9537,9538,2012-02-07,1,1,2,8,0,2,1,1,0.3,0.3182,0.49,0.0,7,522,529,Morning,Clear/Few clouds
9538,9539,2012-02-07,1,1,2,9,0,2,1,1,0.32,0.3333,0.49,0.0,11,278,289,Morning,Clear/Few clouds
9539,9540,2012-02-07,1,1,2,10,0,2,1,1,0.34,0.3333,0.46,0.1642,12,104,116,Morning,Clear/Few clouds
9540,9541,2012-02-07,1,1,2,11,0,2,1,1,0.36,0.3485,0.46,0.194,9,120,129,Morning,Clear/Few clouds
9541,9542,2012-02-07,1,1,2,12,0,2,1,1,0.4,0.4091,0.4,0.3284,9,163,172,Afternoon,Clear/Few clouds
9542,9543,2012-02-07,1,1,2,13,0,2,1,1,0.44,0.4394,0.38,0.2537,15,169,184,Afternoon,Clear/Few clouds
9543,9544,2012-02-07,1,1,2,14,0,2,1,1,0.44,0.4394,0.38,0.2537,11,127,138,Afternoon,Clear/Few clouds
9544,9545,2012-02-07,1,1,2,15,0,2,1,1,0.44,0.4394,0.38,0.194,13,133,146,Afternoon,Clear/Few clouds
9545,9546,2012-02-07,1,1,2,16,0,2,1,1,0.44,0.4394,0.35,0.2537,19,257,276,Afternoon,Clear/Few clouds
9546,9547,2012-02-07,1,1,2,17,0,2,1,1,0.44,0.4394,0.35,0.194,15,494,509,Evening,Clear/Few clouds
9547,9548,2012-02-07,1,1,2,18,0,2,1,1,0.42,0.4242,0.38,0.194,10,508,518,Evening,Clear/Few clouds
9548,9549,2012-02-07,1,1,2,19,0,2,1,1,0.38,0.3939,0.43,0.2239,11,327,338,Evening,Clear/Few clouds
9549,9550,2012-02-07,1,1,2,20,0,2,1,1,0.36,0.3485,0.5,0.1343,6,206,212,Evening,Clear/Few clouds
9550,9551,2012-02-07,1,1,2,21,0,2,1,1,0.34,0.3485,0.61,0.1045,20,170,190,Night,Clear/Few clouds
9551,9552,2012-02-07,1,1,2,22,0,2,1,1,0.32,0.3182,0.57,0.194,11,107,118,Night,Clear/Few clouds
9552,9553,2012-02-07,1,1,2,23,0,2,1,1,0.32,0.3333,0.57,0.1343,2,49,51,Night,Clear/Few clouds
9553,9554,2012-02-08,1,1,2,0,0,3,1,1,0.3,0.2879,0.56,0.2239,2,21,23,Night,Clear/Few clouds
9554,9555,2012-02-08,1,1,2,1,0,3,1,1,0.28,0.2727,0.61,0.1642,1,9,10,Night,Clear/Few clouds
9555,9556,2012-02-08,1,1,2,2,0,3,1,1,0.26,0.303,0.65,0.0,0,1,1,Night,Clear/Few clouds
9556,9557,2012-02-08,1,1,2,3,0,3,1,1,0.26,0.303,0.65,0.0,0,1,1,Night,Clear/Few clouds
9557,9558,2012-02-08,1,1,2,4,0,3,1,1,0.24,0.2576,0.7,0.0896,0,1,1,Night,Clear/Few clouds
9558,9559,2012-02-08,1,1,2,5,0,3,1,1,0.24,0.2576,0.7,0.0896,0,20,20,Morning,Clear/Few clouds
9559,9560,2012-02-08,1,1,2,6,0,3,1,2,0.24,0.2879,0.7,0.0,3,95,98,Morning,Mist/Cloudy
9560,9561,2012-02-08,1,1,2,7,0,3,1,2,0.24,0.2576,0.7,0.1045,5,276,281,Morning,Mist/Cloudy
9561,9562,2012-02-08,1,1,2,8,0,3,1,2,0.24,0.2273,0.7,0.2239,13,495,508,Morning,Mist/Cloudy
9562,9563,2012-02-08,1,1,2,9,0,3,1,2,0.24,0.2576,0.7,0.1642,8,245,253,Morning,Mist/Cloudy
9563,9564,2012-02-08,1,1,2,10,0,3,1,2,0.26,0.2576,0.7,0.2239,1,107,108,Morning,Mist/Cloudy
9564,9565,2012-02-08,1,1,2,11,0,3,1,2,0.26,0.2576,0.65,0.2239,5,97,102,Morning,Mist/Cloudy
9565,9566,2012-02-08,1,1,2,12,0,3,1,2,0.28,0.2576,0.65,0.2836,14,124,138,Afternoon,Mist/Cloudy
9566,9567,2012-02-08,1,1,2,13,0,3,1,2,0.28,0.2879,0.61,0.1045,15,111,126,Afternoon,Mist/Cloudy
9567,9568,2012-02-08,1,1,2,14,0,3,1,2,0.3,0.303,0.56,0.1642,8,100,108,Afternoon,Mist/Cloudy
9568,9569,2012-02-08,1,1,2,15,0,3,1,3,0.3,0.3182,0.61,0.1045,5,49,54,Afternoon,Light Snow/Light Rain
9569,9570,2012-02-08,1,1,2,16,0,3,1,3,0.26,0.2727,0.81,0.1045,2,73,75,Afternoon,Light Snow/Light Rain
9570,9571,2012-02-08,1,1,2,17,0,3,1,3,0.24,0.2576,0.87,0.1045,8,147,155,Evening,Light Snow/Light Rain
9571,9572,2012-02-08,1,1,2,18,0,3,1,3,0.24,0.2576,0.87,0.1045,4,163,167,Evening,Light Snow/Light Rain
9572,9573,2012-02-08,1,1,2,19,0,3,1,3,0.24,0.2576,0.87,0.1045,3,158,161,Evening,Light Snow/Light Rain
9573,9574,2012-02-08,1,1,2,20,0,3,1,3,0.24,0.2424,0.87,0.1343,3,122,125,Evening,Light Snow/Light Rain
9574,9575,2012-02-08,1,1,2,21,0,3,1,3,0.24,0.2273,0.87,0.194,3,126,129,Night,Light Snow/Light Rain
9575,9576,2012-02-08,1,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343,3,95,98,Night,Mist/Cloudy
9576,9577,2012-02-08,1,1,2,23,0,3,1,2,0.24,0.2424,0.87,0.1642,3,57,60,Night,Mist/Cloudy
9577,9578,2012-02-09,1,1,2,0,0,4,1,2,0.24,0.2424,0.87,0.1642,3,23,26,Night,Mist/Cloudy
9578,9579,2012-02-09,1,1,2,1,0,4,1,2,0.24,0.2424,0.87,0.1343,2,10,12,Night,Mist/Cloudy
9579,9580,2012-02-09,1,1,2,2,0,4,1,1,0.22,0.2273,0.8,0.1343,0,2,2,Night,Clear/Few clouds
9580,9581,2012-02-09,1,1,2,3,0,4,1,1,0.22,0.2121,0.8,0.2836,0,4,4,Night,Clear/Few clouds
9581,9582,2012-02-09,1,1,2,4,0,4,1,2,0.22,0.197,0.75,0.4478,0,1,1,Night,Mist/Cloudy
9582,9583,2012-02-09,1,1,2,5,0,4,1,1,0.2,0.1818,0.75,0.2836,0,18,18,Morning,Clear/Few clouds
9583,9584,2012-02-09,1,1,2,6,0,4,1,1,0.2,0.1818,0.75,0.2836,1,75,76,Morning,Clear/Few clouds
9584,9585,2012-02-09,1,1,2,7,0,4,1,1,0.2,0.197,0.69,0.2537,4,263,267,Morning,Clear/Few clouds
9585,9586,2012-02-09,1,1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537,11,473,484,Morning,Clear/Few clouds
9586,9587,2012-02-09,1,1,2,9,0,4,1,1,0.2,0.197,0.59,0.2239,9,229,238,Morning,Clear/Few clouds
9587,9588,2012-02-09,1,1,2,10,0,4,1,1,0.22,0.2121,0.51,0.2239,7,90,97,Morning,Clear/Few clouds
9588,9589,2012-02-09,1,1,2,11,0,4,1,1,0.24,0.2273,0.52,0.2239,4,95,99,Morning,Clear/Few clouds
9589,9590,2012-02-09,1,1,2,12,0,4,1,1,0.26,0.2273,0.48,0.3284,10,148,158,Afternoon,Clear/Few clouds
9590,9591,2012-02-09,1,1,2,13,0,4,1,1,0.3,0.2727,0.42,0.3284,10,144,154,Afternoon,Clear/Few clouds
9591,9592,2012-02-09,1,1,2,14,0,4,1,1,0.32,0.303,0.39,0.2985,18,126,144,Afternoon,Clear/Few clouds
9592,9593,2012-02-09,1,1,2,15,0,4,1,1,0.32,0.303,0.36,0.2985,14,120,134,Afternoon,Clear/Few clouds
9593,9594,2012-02-09,1,1,2,16,0,4,1,1,0.34,0.3333,0.36,0.0,15,223,238,Afternoon,Clear/Few clouds
9594,9595,2012-02-09,1,1,2,17,0,4,1,1,0.34,0.3333,0.34,0.1343,12,387,399,Evening,Clear/Few clouds
9595,9596,2012-02-09,1,1,2,18,0,4,1,1,0.34,0.3333,0.31,0.1642,13,404,417,Evening,Clear/Few clouds
9596,9597,2012-02-09,1,1,2,19,0,4,1,1,0.32,0.3333,0.33,0.1045,8,287,295,Evening,Clear/Few clouds
9597,9598,2012-02-09,1,1,2,20,0,4,1,1,0.32,0.3485,0.36,0.0,2,197,199,Evening,Clear/Few clouds
9598,9599,2012-02-09,1,1,2,21,0,4,1,1,0.3,0.3182,0.52,0.0896,8,169,177,Night,Clear/Few clouds
9599,9600,2012-02-09,1,1,2,22,0,4,1,2,0.3,0.3333,0.56,0.0,3,104,107,Night,Mist/Cloudy
9600,9601,2012-02-09,1,1,2,23,0,4,1,2,0.3,0.3333,0.52,0.0,9,75,84,Night,Mist/Cloudy
9601,9602,2012-02-10,1,1,2,0,0,5,1,2,0.28,0.303,0.65,0.0896,4,39,43,Night,Mist/Cloudy
9602,9603,2012-02-10,1,1,2,1,0,5,1,2,0.28,0.303,0.61,0.0896,2,11,13,Night,Mist/Cloudy
9603,9604,2012-02-10,1,1,2,2,0,5,1,1,0.26,0.2879,0.52,0.0896,7,9,16,Night,Clear/Few clouds
9604,9605,2012-02-10,1,1,2,3,0,5,1,1,0.26,0.2879,0.56,0.0896,0,5,5,Night,Clear/Few clouds
9605,9606,2012-02-10,1,1,2,4,0,5,1,1,0.26,0.2879,0.56,0.0896,0,2,2,Night,Clear/Few clouds
9606,9607,2012-02-10,1,1,2,5,0,5,1,1,0.24,0.2273,0.52,0.2239,0,17,17,Morning,Clear/Few clouds
9607,9608,2012-02-10,1,1,2,6,0,5,1,1,0.2,0.197,0.59,0.194,3,61,64,Morning,Clear/Few clouds
9608,9609,2012-02-10,1,1,2,7,0,5,1,1,0.2,0.2121,0.59,0.1642,5,225,230,Morning,Clear/Few clouds
9609,9610,2012-02-10,1,1,2,8,0,5,1,1,0.2,0.2121,0.59,0.1642,1,447,448,Morning,Clear/Few clouds
9610,9611,2012-02-10,1,1,2,9,0,5,1,1,0.22,0.2273,0.55,0.1642,10,265,275,Morning,Clear/Few clouds
9611,9612,2012-02-10,1,1,2,10,0,5,1,2,0.26,0.2727,0.48,0.1343,5,119,124,Morning,Mist/Cloudy
9612,9613,2012-02-10,1,1,2,11,0,5,1,2,0.28,0.2879,0.45,0.1045,19,134,153,Morning,Mist/Cloudy
9613,9614,2012-02-10,1,1,2,12,0,5,1,2,0.3,0.303,0.42,0.1343,8,168,176,Afternoon,Mist/Cloudy
9614,9615,2012-02-10,1,1,2,13,0,5,1,2,0.3,0.3182,0.42,0.0896,22,170,192,Afternoon,Mist/Cloudy
9615,9616,2012-02-10,1,1,2,14,0,5,1,2,0.32,0.3333,0.39,0.0896,8,138,146,Afternoon,Mist/Cloudy
9616,9617,2012-02-10,1,1,2,15,0,5,1,2,0.32,0.3333,0.45,0.1343,27,164,191,Afternoon,Mist/Cloudy
9617,9618,2012-02-10,1,1,2,16,0,5,1,2,0.34,0.3182,0.42,0.2537,28,240,268,Afternoon,Mist/Cloudy
9618,9619,2012-02-10,1,1,2,17,0,5,1,2,0.34,0.3333,0.42,0.194,15,381,396,Evening,Mist/Cloudy
9619,9620,2012-02-10,1,1,2,18,0,5,1,3,0.3,0.303,0.61,0.1343,14,345,359,Evening,Light Snow/Light Rain
9620,9621,2012-02-10,1,1,2,19,0,5,1,2,0.32,0.3485,0.57,0.0,16,246,262,Evening,Mist/Cloudy
9621,9622,2012-02-10,1,1,2,20,0,5,1,2,0.32,0.3485,0.57,0.0,7,144,151,Evening,Mist/Cloudy
9622,9623,2012-02-10,1,1,2,21,0,5,1,2,0.32,0.3333,0.66,0.0896,14,108,122,Night,Mist/Cloudy
9623,9624,2012-02-10,1,1,2,22,0,5,1,2,0.32,0.3485,0.66,0.0,11,102,113,Night,Mist/Cloudy
9624,9625,2012-02-10,1,1,2,23,0,5,1,2,0.3,0.3182,0.7,0.0896,1,64,65,Night,Mist/Cloudy
9625,9626,2012-02-11,1,1,2,0,0,6,0,2,0.3,0.303,0.7,0.1343,3,50,53,Night,Mist/Cloudy
9626,9627,2012-02-11,1,1,2,1,0,6,0,3,0.28,0.2879,0.81,0.1343,2,43,45,Night,Light Snow/Light Rain
9627,9628,2012-02-11,1,1,2,2,0,6,0,3,0.26,0.2576,0.81,0.194,2,24,26,Night,Light Snow/Light Rain
9628,9629,2012-02-11,1,1,2,3,0,6,0,3,0.24,0.2273,0.87,0.2239,0,9,9,Night,Light Snow/Light Rain
9629,9630,2012-02-11,1,1,2,4,0,6,0,3,0.24,0.2273,0.87,0.2239,0,4,4,Night,Light Snow/Light Rain
9630,9631,2012-02-11,1,1,2,5,0,6,0,3,0.22,0.2273,0.93,0.1642,0,2,2,Morning,Light Snow/Light Rain
9631,9632,2012-02-11,1,1,2,6,0,6,0,3,0.22,0.2273,0.93,0.1343,1,8,9,Morning,Light Snow/Light Rain
9632,9633,2012-02-11,1,1,2,7,0,6,0,3,0.22,0.2273,0.93,0.1343,0,19,19,Morning,Light Snow/Light Rain
9633,9634,2012-02-11,1,1,2,8,0,6,0,3,0.22,0.2273,0.93,0.1343,1,77,78,Morning,Light Snow/Light Rain
9634,9635,2012-02-11,1,1,2,9,0,6,0,3,0.22,0.2424,0.93,0.1045,5,85,90,Morning,Light Snow/Light Rain
9635,9636,2012-02-11,1,1,2,10,0,6,0,3,0.22,0.2424,0.93,0.1045,23,143,166,Morning,Light Snow/Light Rain
9636,9637,2012-02-11,1,1,2,11,0,6,0,2,0.24,0.2576,0.81,0.1045,26,157,183,Morning,Mist/Cloudy
9637,9638,2012-02-11,1,1,2,12,0,6,0,2,0.26,0.2576,0.81,0.1642,25,196,221,Afternoon,Mist/Cloudy
9638,9639,2012-02-11,1,1,2,13,0,6,0,2,0.26,0.2424,0.81,0.2836,18,217,235,Afternoon,Mist/Cloudy
9639,9640,2012-02-11,1,1,2,14,0,6,0,2,0.26,0.2424,0.81,0.2537,38,205,243,Afternoon,Mist/Cloudy
9640,9641,2012-02-11,1,1,2,15,0,6,0,2,0.3,0.2727,0.61,0.2985,12,112,124,Afternoon,Mist/Cloudy
9641,9642,2012-02-11,1,1,2,16,0,6,0,3,0.22,0.197,0.75,0.4179,12,134,146,Afternoon,Light Snow/Light Rain
9642,9643,2012-02-11,1,1,2,17,0,6,0,3,0.22,0.1818,0.69,0.4627,13,131,144,Evening,Light Snow/Light Rain
9643,9644,2012-02-11,1,1,2,18,0,6,0,2,0.22,0.1818,0.47,0.6567,3,105,108,Evening,Mist/Cloudy
9644,9645,2012-02-11,1,1,2,19,0,6,0,2,0.2,0.1515,0.4,0.5522,2,85,87,Evening,Mist/Cloudy
9645,9646,2012-02-11,1,1,2,20,0,6,0,2,0.16,0.1212,0.43,0.5522,1,62,63,Evening,Mist/Cloudy
9646,9647,2012-02-11,1,1,2,21,0,6,0,1,0.14,0.0758,0.43,0.6418,5,43,48,Night,Clear/Few clouds
9647,9648,2012-02-11,1,1,2,22,0,6,0,2,0.14,0.1061,0.39,0.3881,0,46,46,Night,Mist/Cloudy
9648,9649,2012-02-11,1,1,2,23,0,6,0,3,0.12,0.0758,0.5,0.4925,0,20,20,Night,Light Snow/Light Rain
9649,9650,2012-02-12,1,1,2,0,0,0,0,3,0.1,0.0758,0.68,0.3881,0,21,21,Night,Light Snow/Light Rain
9650,9651,2012-02-12,1,1,2,1,0,0,0,3,0.08,0.0455,0.79,0.4627,0,24,24,Night,Light Snow/Light Rain
9651,9652,2012-02-12,1,1,2,2,0,0,0,2,0.1,0.0606,0.58,0.5821,1,26,27,Night,Mist/Cloudy
9652,9653,2012-02-12,1,1,2,3,0,0,0,2,0.1,0.0455,0.46,0.6866,0,14,14,Night,Mist/Cloudy
9653,9654,2012-02-12,1,1,2,4,0,0,0,2,0.1,0.0455,0.46,0.7164,0,1,1,Night,Mist/Cloudy
9654,9655,2012-02-12,1,1,2,5,0,0,0,1,0.1,0.0758,0.49,0.3881,0,3,3,Morning,Clear/Few clouds
9655,9656,2012-02-12,1,1,2,6,0,0,0,1,0.1,0.0758,0.49,0.3881,0,2,2,Morning,Clear/Few clouds
9656,9657,2012-02-12,1,1,2,7,0,0,0,1,0.08,0.0909,0.53,0.194,0,18,18,Morning,Clear/Few clouds
9657,9658,2012-02-12,1,1,2,8,0,0,0,1,0.08,0.0758,0.53,0.2537,0,26,26,Morning,Clear/Few clouds
9658,9659,2012-02-12,1,1,2,9,0,0,0,1,0.1,0.0909,0.49,0.2985,3,60,63,Morning,Clear/Few clouds
9659,9660,2012-02-12,1,1,2,10,0,0,0,1,0.12,0.1061,0.42,0.3582,8,83,91,Morning,Clear/Few clouds
9660,9661,2012-02-12,1,1,2,11,0,0,0,1,0.12,0.1061,0.42,0.2985,3,121,124,Morning,Clear/Few clouds
9661,9662,2012-02-12,1,1,2,12,0,0,0,1,0.14,0.0758,0.39,0.6418,7,133,140,Afternoon,Clear/Few clouds
9662,9663,2012-02-12,1,1,2,13,0,0,0,1,0.16,0.1212,0.4,0.4478,10,128,138,Afternoon,Clear/Few clouds
9663,9664,2012-02-12,1,1,2,14,0,0,0,1,0.16,0.1212,0.4,0.5224,9,102,111,Afternoon,Clear/Few clouds
9664,9665,2012-02-12,1,1,2,15,0,0,0,1,0.16,0.1212,0.4,0.5522,5,150,155,Afternoon,Clear/Few clouds
9665,9666,2012-02-12,1,1,2,16,0,0,0,1,0.2,0.1667,0.34,0.4627,16,148,164,Afternoon,Clear/Few clouds
9666,9667,2012-02-12,1,1,2,17,0,0,0,1,0.18,0.1515,0.37,0.4179,4,83,87,Evening,Clear/Few clouds
9667,9668,2012-02-12,1,1,2,18,0,0,0,1,0.16,0.1212,0.4,0.4627,4,92,96,Evening,Clear/Few clouds
9668,9669,2012-02-12,1,1,2,19,0,0,0,1,0.16,0.1364,0.4,0.2836,2,78,80,Evening,Clear/Few clouds
9669,9670,2012-02-12,1,1,2,20,0,0,0,1,0.14,0.1212,0.42,0.3284,1,56,57,Evening,Clear/Few clouds
9670,9671,2012-02-12,1,1,2,21,0,0,0,1,0.14,0.1212,0.43,0.2985,0,36,36,Night,Clear/Few clouds
